Age,Gender,Max_BPM,Avg_BPM,Resting_BPM,Calories_Burned,Exercise_Type,Fat_Percentage,Water_Intake (liters),BMI,Exercise_Duration_Seconds,Height_cm,Weight_kg,VO2Max,Distance_m,Temperature_C,Water_Intake_Liters
23.0,MALE,197.0,134.0,50.0,656.0,YOGA,25.8,3.5,29.46,3204.0,192.0,108.6,,0.0,25,1.54
49.0,MALE,162.0,127.0,56.0,1150.0,CARDIO,14.9,3.5,22.15,6588.000000000001,200.0,88.6,,0.0,25,2.66
38.0,FEMALE,179.0,145.0,65.0,906.0,HIIT,32.6,2.5,21.8,4500.0,151.0,49.7,,0.0,14,1.76
33.0,FEMALE,165.0,155.0,63.0,822.0,STRENGTH_TRAINING,29.2,1.5,23.78,3816.0,154.0,56.4,,0.0,8,1.99
38.0,MALE,198.0,167.0,64.0,946.0,STRENGTH_TRAINING,20.0,2.6,15.49,3708.000000000001,174.0,46.9,,0.0,27,3.13
28.0,FEMALE,192.0,140.0,63.0,1022.0,STRENGTH_TRAINING,28.1,1.5,25.57,5256.0,167.0,71.3,,0.0,23,2.18
54.0,MALE,160.0,147.0,70.0,830.0,YOGA,25.3,2.2,20.7,4103.999999999999,186.0,71.6,,0.0,10,2.21
53.0,MALE,196.0,123.0,60.0,1139.0,STRENGTH_TRAINING,11.6,3.5,31.75,6732.0,161.0,82.3,,0.0,36,2.79
52.0,FEMALE,165.0,135.0,65.0,826.0,HIIT,26.1,2.2,24.72,4896.000000000001,169.0,70.6,,0.0,5,1.6
36.0,MALE,193.0,141.0,68.0,651.0,HIIT,24.4,3.5,41.84,3024.0,162.0,109.8,,0.0,15,1.52
37.0,FEMALE,174.0,131.0,66.0,354.0,CARDIO,27.5,1.6,25.73,1944.0000000000005,169.0,73.5,,0.0,18,0.75
35.0,MALE,185.0,135.0,55.0,1322.0,STRENGTH_TRAINING,14.5,3.5,25.01,6408.0,185.0,85.6,,0.0,9,2.78
58.0,FEMALE,173.0,159.0,60.0,737.0,YOGA,26.0,2.0,26.43,3708.000000000001,168.0,74.6,,0.0,17,1.96
31.0,FEMALE,166.0,157.0,66.0,463.0,CARDIO,25.5,2.6,19.51,2124.0,180.0,63.2,,0.0,12,1.12
32.0,FEMALE,190.0,161.0,58.0,1344.0,HIIT,15.0,2.7,23.56,6011.999999999999,163.0,62.6,,0.0,24,3.54
48.0,MALE,183.0,156.0,67.0,1398.0,STRENGTH_TRAINING,11.6,3.5,28.12,6516.000000000001,176.0,87.1,,0.0,24,4.03
18.0,MALE,190.0,148.0,66.0,1408.0,HIIT,13.3,3.5,24.31,6228.0,184.0,82.3,,0.0,33,4.14
20.0,FEMALE,188.0,137.0,61.0,1171.0,CARDIO,18.7,2.7,20.29,6156.0,178.0,64.3,,0.0,39,3.15
33.0,FEMALE,191.0,129.0,72.0,806.0,HIIT,29.5,2.5,19.49,4500.0,166.0,53.7,,0.0,22,1.43
40.0,MALE,176.0,161.0,71.0,1257.0,STRENGTH_TRAINING,26.8,2.9,15.75,5111.999999999999,200.0,63.0,,0.0,13,3.35
28.0,MALE,173.0,158.0,71.0,921.0,STRENGTH_TRAINING,23.6,3.3,37.11,3816.0,186.0,128.4,,0.0,33,3.42
29.0,MALE,199.0,137.0,54.0,1319.0,CARDIO,13.3,3.5,24.64,6300.0,189.0,88.0,,0.0,10,2.77
27.0,FEMALE,195.0,120.0,60.0,714.0,STRENGTH_TRAINING,25.4,2.1,27.57,4283.999999999999,152.0,63.7,,0.0,5,1.15
49.0,MALE,183.0,158.0,53.0,1009.0,HIIT,23.9,2.3,23.94,4644.0,187.0,83.7,,0.0,3,2.68
33.0,MALE,186.0,140.0,53.0,1078.0,HIIT,27.9,2.2,33.5,5040.0,175.0,102.6,,0.0,28,2.87
25.0,FEMALE,184.0,120.0,52.0,330.0,YOGA,33.0,1.7,32.34,1980.0,155.0,77.7,,0.0,39,0.9
55.0,MALE,191.0,134.0,73.0,789.0,YOGA,27.2,2.6,24.76,4283.999999999999,188.0,87.5,,0.0,29,2.1
29.0,MALE,177.0,123.0,72.0,1028.0,YOGA,11.0,3.5,25.15,5472.0,186.0,87.0,,0.0,24,1.98
41.0,MALE,177.0,139.0,74.0,1355.0,HIIT,11.2,3.5,30.05,7092.0,166.0,82.8,,0.0,4,2.84
45.0,FEMALE,196.0,129.0,66.0,441.0,HIIT,35.0,2.6,23.17,2736.0,168.0,65.4,,0.0,2,0.72
25.0,FEMALE,185.0,142.0,56.0,632.0,CARDIO,26.0,2.5,16.14,3204.0,171.0,47.2,,0.0,18,1.35
45.0,FEMALE,168.0,160.0,53.0,684.0,YOGA,26.8,2.0,20.14,3420.0,170.0,58.2,,0.0,32,2.07
53.0,FEMALE,194.0,153.0,72.0,806.0,HIIT,26.3,2.1,30.59,4211.999999999999,155.0,73.5,,0.0,29,1.95
43.0,FEMALE,167.0,165.0,62.0,1240.0,CARDIO,16.6,2.7,18.44,6011.999999999999,173.0,55.2,,0.0,39,4.16
25.0,FEMALE,179.0,167.0,61.0,935.0,HIIT,27.1,1.8,22.02,4032.0,171.0,64.4,,0.0,7,2.26
45.0,FEMALE,181.0,152.0,50.0,807.0,CARDIO,30.0,2.3,24.28,4248.0,174.0,73.5,,0.0,26,2.45
45.0,MALE,178.0,153.0,70.0,1287.0,YOGA,12.4,3.5,27.35,6120.0,181.0,89.6,,0.0,17,3.72
54.0,MALE,189.0,158.0,68.0,1158.0,YOGA,29.0,3.4,27.92,5328.0,176.0,86.5,,0.0,9,2.47
58.0,FEMALE,187.0,129.0,70.0,743.0,YOGA,25.3,1.8,16.53,4608.0,167.0,46.1,,0.0,5,1.44
53.0,MALE,194.0,139.0,69.0,894.0,HIIT,23.2,2.1,17.65,4680.0,197.0,68.5,,0.0,11,1.9
44.0,MALE,170.0,120.0,67.0,748.0,HIIT,26.0,3.1,27.94,4536.0,184.0,94.6,,0.0,28,1.99
34.0,FEMALE,190.0,132.0,60.0,746.0,CARDIO,31.0,2.2,23.46,4068.0,152.0,54.2,,0.0,1,1.45
26.0,MALE,198.0,120.0,69.0,759.0,STRENGTH_TRAINING,24.8,2.7,15.23,4140.0,177.0,47.7,,0.0,23,1.48
50.0,MALE,195.0,124.0,52.0,847.0,STRENGTH_TRAINING,28.2,3.1,15.42,4968.0,184.0,52.2,,0.0,9,1.81
37.0,MALE,189.0,135.0,66.0,1173.0,YOGA,10.3,3.5,23.35,5688.000000000001,195.0,88.8,,0.0,14,2.46
30.0,MALE,182.0,134.0,61.0,1076.0,STRENGTH_TRAINING,28.2,2.9,35.79,5256.0,168.0,101.0,,0.0,4,2.29
45.0,MALE,178.0,168.0,59.0,881.0,YOGA,24.9,2.4,31.14,3816.0,195.0,118.4,,0.0,29,2.93
46.0,FEMALE,171.0,147.0,57.0,933.0,CARDIO,26.3,2.0,16.19,5076.0,172.0,47.9,,0.0,7,2.26
30.0,FEMALE,174.0,150.0,64.0,810.0,STRENGTH_TRAINING,33.9,2.0,17.01,3888.000000000001,174.0,51.5,,0.0,28,2.47
52.0,FEMALE,190.0,142.0,54.0,479.0,STRENGTH_TRAINING,31.5,2.6,35.04,2700.0,151.0,79.9,,0.0,13,0.93
23.0,MALE,196.0,167.0,53.0,661.0,YOGA,21.6,3.6,35.44,2591.9999999999995,185.0,121.3,,0.0,6,1.75
35.0,FEMALE,196.0,164.0,70.0,1050.0,CARDIO,25.3,2.6,29.34,4608.0,164.0,78.9,,0.0,9,2.03
22.0,MALE,174.0,162.0,69.0,1675.0,STRENGTH_TRAINING,10.7,3.5,33.72,6768.0,162.0,88.5,,0.0,6,4.39
42.0,MALE,188.0,136.0,68.0,350.0,STRENGTH_TRAINING,26.1,3.2,27.66,1872.0,163.0,73.5,,0.0,12,0.74
19.0,MALE,185.0,168.0,70.0,1173.0,STRENGTH_TRAINING,21.8,3.0,34.34,4572.0,193.0,127.9,,0.0,7,3.11
27.0,MALE,161.0,153.0,53.0,1515.0,CARDIO,11.1,3.5,22.57,6480.0,198.0,88.5,,0.0,1,3.97
47.0,FEMALE,179.0,132.0,64.0,303.0,CARDIO,25.3,2.3,16.54,1836.0,162.0,43.4,,0.0,35,0.82
22.0,FEMALE,174.0,133.0,66.0,978.0,STRENGTH_TRAINING,32.2,2.6,17.59,5292.0,156.0,42.8,,0.0,18,2.09
50.0,MALE,163.0,130.0,61.0,753.0,YOGA,28.1,2.4,20.13,4211.999999999999,179.0,64.5,,0.0,11,1.61
18.0,FEMALE,181.0,147.0,52.0,948.0,YOGA,33.0,2.1,21.66,4644.0,153.0,50.7,,0.0,33,2.59
35.0,MALE,197.0,161.0,59.0,1151.0,STRENGTH_TRAINING,21.3,3.2,21.48,4680.0,166.0,59.2,,0.0,0,2.44
49.0,FEMALE,182.0,151.0,64.0,938.0,CARDIO,34.0,2.3,26.36,4968.0,173.0,78.9,,0.0,23,2.01
28.0,FEMALE,185.0,154.0,59.0,847.0,STRENGTH_TRAINING,31.7,1.8,29.62,3960.0,163.0,78.7,,0.0,31,2.57
38.0,MALE,170.0,150.0,73.0,1081.0,CARDIO,29.0,3.0,18.64,4716.000000000001,192.0,68.7,,0.0,2,2.88
43.0,FEMALE,187.0,136.0,72.0,502.0,STRENGTH_TRAINING,29.5,2.5,21.0,2951.9999999999995,159.0,53.1,,0.0,15,1.07
42.0,MALE,161.0,166.0,67.0,904.0,CARDIO,24.4,2.8,23.8,3960.0,165.0,64.8,,0.0,23,2.64
39.0,FEMALE,167.0,128.0,50.0,749.0,HIIT,32.8,2.5,19.41,4211.999999999999,161.0,50.3,,0.0,33,2.04
44.0,MALE,188.0,129.0,52.0,856.0,YOGA,20.9,2.6,38.5,4824.0,163.0,102.3,,0.0,3,1.81
30.0,MALE,170.0,127.0,70.0,789.0,HIIT,25.2,3.6,17.06,4068.0,192.0,62.9,,0.0,20,1.85
50.0,FEMALE,196.0,140.0,61.0,1184.0,YOGA,19.2,2.7,22.07,6768.0,160.0,56.5,,0.0,37,3.19
51.0,FEMALE,177.0,132.0,50.0,422.0,CARDIO,33.3,2.1,31.05,2555.9999999999995,155.0,74.6,,0.0,7,0.82
58.0,MALE,173.0,169.0,52.0,937.0,HIIT,29.6,3.0,16.23,4032.0,179.0,52.0,,0.0,27,3.13
52.0,FEMALE,169.0,124.0,52.0,837.0,YOGA,32.0,1.5,18.68,5400.0,167.0,52.1,,0.0,13,1.63
18.0,FEMALE,194.0,125.0,54.0,606.0,STRENGTH_TRAINING,27.1,1.7,30.44,3491.9999999999995,154.0,72.2,,0.0,12,1.17
38.0,MALE,168.0,149.0,68.0,1410.0,CARDIO,10.1,3.5,26.48,6192.0,180.0,85.8,,0.0,35,5.17
23.0,MALE,194.0,150.0,74.0,1320.0,CARDIO,12.4,3.5,23.78,5760.0,185.0,81.4,,0.0,16,3.05
45.0,FEMALE,170.0,136.0,50.0,887.0,STRENGTH_TRAINING,30.1,2.3,18.7,5220.0,165.0,50.9,,0.0,21,1.9
34.0,MALE,171.0,130.0,53.0,987.0,STRENGTH_TRAINING,22.4,2.7,16.41,4968.0,178.0,52.0,,0.0,18,2.3
22.0,MALE,162.0,139.0,53.0,1086.0,YOGA,21.2,2.9,19.06,5111.999999999999,193.0,71.0,,0.0,1,2.88
48.0,MALE,198.0,167.0,66.0,1248.0,CARDIO,12.9,3.5,25.73,5436.0,177.0,80.6,,0.0,25,3.61
22.0,FEMALE,173.0,128.0,63.0,640.0,YOGA,32.6,1.6,19.71,3600.0,172.0,58.3,,0.0,32,1.56
55.0,FEMALE,187.0,121.0,67.0,719.0,STRENGTH_TRAINING,34.9,2.5,21.8,4752.0,170.0,63.0,,0.0,20,1.29
20.0,MALE,170.0,156.0,50.0,875.0,CARDIO,27.6,3.3,29.49,3672.0,194.0,111.0,,0.0,11,2.33
40.0,FEMALE,198.0,120.0,71.0,762.0,STRENGTH_TRAINING,32.9,1.7,19.09,4572.0,166.0,52.6,,0.0,0,1.24
54.0,MALE,184.0,123.0,65.0,688.0,YOGA,26.2,3.1,29.1,4068.0,200.0,116.4,,0.0,18,1.34
54.0,FEMALE,180.0,155.0,52.0,983.0,YOGA,34.9,2.5,29.17,5076.0,161.0,75.6,,0.0,18,2.64
27.0,MALE,169.0,144.0,72.0,1172.0,YOGA,26.4,3.1,19.01,5328.0,180.0,61.6,,0.0,35,3.49
27.0,MALE,174.0,122.0,70.0,926.0,CARDIO,28.6,2.5,33.33,4968.0,180.0,108.0,,0.0,37,2.77
36.0,FEMALE,178.0,128.0,58.0,634.0,STRENGTH_TRAINING,34.5,2.3,19.36,3564.0,175.0,59.3,,0.0,38,1.73
34.0,MALE,181.0,141.0,72.0,915.0,STRENGTH_TRAINING,29.3,2.4,20.11,4248.0,194.0,75.7,,0.0,31,2.44
38.0,FEMALE,180.0,142.0,53.0,859.0,YOGA,28.8,1.9,21.99,4356.0,160.0,56.3,,0.0,4,1.67
31.0,FEMALE,191.0,131.0,70.0,766.0,YOGA,25.8,1.8,19.45,4211.999999999999,173.0,58.2,,0.0,9,1.48
26.0,MALE,182.0,129.0,54.0,802.0,YOGA,21.7,2.9,19.73,4068.0,168.0,55.7,,0.0,25,1.87
18.0,MALE,172.0,153.0,60.0,1229.0,YOGA,20.6,2.2,45.14,5256.0,167.0,125.9,,0.0,0,3.25
30.0,FEMALE,164.0,162.0,70.0,826.0,HIIT,26.1,2.6,22.48,3672.0,167.0,62.7,,0.0,3,2.0
21.0,MALE,163.0,129.0,58.0,972.0,HIIT,21.8,2.6,25.03,4932.0,186.0,86.6,,0.0,19,2.27
18.0,MALE,187.0,149.0,52.0,983.0,HIIT,23.4,2.4,19.47,4320.0,182.0,64.5,,0.0,25,2.3
57.0,MALE,173.0,141.0,55.0,796.0,YOGA,25.4,2.8,22.14,4103.999999999999,186.0,76.6,,0.0,13,1.69
49.0,MALE,167.0,125.0,73.0,1225.0,YOGA,13.6,3.5,24.31,7128.0,183.0,81.4,,0.0,16,2.83
51.0,MALE,168.0,169.0,60.0,954.0,STRENGTH_TRAINING,22.1,2.5,20.76,4103.999999999999,171.0,60.7,,0.0,9,2.53
45.0,FEMALE,194.0,121.0,58.0,909.0,CARDIO,18.4,2.7,23.81,6011.999999999999,155.0,57.2,,0.0,3,1.45
48.0,FEMALE,196.0,149.0,64.0,798.0,STRENGTH_TRAINING,32.0,2.1,28.88,4283.999999999999,159.0,73.0,,0.0,14,1.55
25.0,MALE,180.0,121.0,72.0,752.0,HIIT,25.6,2.6,31.26,4068.0,199.0,123.8,,0.0,6,1.33
56.0,MALE,177.0,151.0,52.0,1024.0,STRENGTH_TRAINING,29.0,2.2,33.97,4932.0,166.0,93.6,,0.0,22,3.01
43.0,MALE,192.0,161.0,50.0,988.0,YOGA,21.1,2.5,20.83,4464.0,192.0,76.8,,0.0,38,3.66
51.0,FEMALE,167.0,135.0,69.0,674.0,HIIT,26.8,2.0,23.37,3996.000000000001,153.0,54.7,,0.0,14,1.31
20.0,MALE,176.0,131.0,71.0,821.0,HIIT,24.3,2.1,24.52,4103.999999999999,194.0,92.3,,0.0,4,1.74
29.0,FEMALE,190.0,120.0,68.0,720.0,CARDIO,26.3,2.4,29.89,4320.0,155.0,71.8,,0.0,16,1.28
18.0,FEMALE,193.0,127.0,63.0,679.0,CARDIO,30.7,2.2,27.14,3852.0,157.0,66.9,,0.0,22,1.21
22.0,FEMALE,165.0,167.0,66.0,1144.0,HIIT,29.0,2.2,15.72,4932.0,176.0,48.7,,0.0,30,3.47
47.0,MALE,181.0,169.0,71.0,1188.0,HIIT,22.8,2.9,22.64,5111.999999999999,171.0,66.2,,0.0,0,3.15
47.0,FEMALE,173.0,132.0,63.0,475.0,STRENGTH_TRAINING,26.7,2.2,12.91,2880.0,176.0,40.0,,0.0,33,1.29
34.0,MALE,162.0,134.0,66.0,870.0,HIIT,23.4,3.6,32.84,4248.0,185.0,112.4,,0.0,25,2.03
40.0,FEMALE,171.0,163.0,74.0,693.0,YOGA,31.1,1.5,29.14,3060.0,155.0,70.0,,0.0,27,2.11
32.0,MALE,195.0,127.0,63.0,1013.0,STRENGTH_TRAINING,25.8,2.1,27.74,5220.0,174.0,84.0,,0.0,0,1.8
54.0,FEMALE,171.0,129.0,61.0,749.0,YOGA,26.6,1.7,16.09,4644.0,165.0,43.8,,0.0,2,1.45
38.0,MALE,161.0,165.0,65.0,1216.0,YOGA,21.2,2.3,46.98,4824.0,162.0,123.3,,0.0,0,3.22
31.0,FEMALE,161.0,124.0,50.0,1116.0,YOGA,15.1,2.7,23.79,6480.0,156.0,57.9,,0.0,29,2.67
19.0,MALE,174.0,169.0,62.0,1766.0,HIIT,10.1,3.5,21.45,6840.0,196.0,82.4,,0.0,33,6.48
28.0,MALE,182.0,138.0,55.0,1025.0,CARDIO,28.8,2.3,26.47,4860.0,179.0,84.8,,0.0,16,2.41
56.0,MALE,188.0,166.0,66.0,1060.0,CARDIO,20.5,3.1,39.77,4644.0,166.0,109.6,,0.0,35,3.93
55.0,MALE,176.0,157.0,61.0,777.0,YOGA,27.3,2.8,27.58,3600.0,177.0,86.4,,0.0,22,2.28
51.0,FEMALE,191.0,130.0,72.0,626.0,HIIT,33.7,2.7,19.72,3852.0,180.0,63.9,,0.0,4,1.02
55.0,FEMALE,166.0,162.0,68.0,394.0,STRENGTH_TRAINING,26.0,1.8,26.98,1944.0000000000005,162.0,70.8,,0.0,10,0.95
51.0,MALE,189.0,139.0,55.0,950.0,YOGA,24.4,2.5,41.34,4968.0,167.0,115.3,,0.0,12,2.02
35.0,FEMALE,187.0,139.0,56.0,1188.0,STRENGTH_TRAINING,19.8,2.7,22.72,6156.0,156.0,55.3,,0.0,35,3.2
47.0,MALE,173.0,140.0,50.0,942.0,STRENGTH_TRAINING,28.3,3.7,22.81,4896.000000000001,180.0,73.9,,0.0,4,2.01
32.0,MALE,189.0,137.0,50.0,1025.0,HIIT,24.9,3.4,25.33,4896.000000000001,196.0,97.3,,0.0,0,2.18
44.0,FEMALE,176.0,169.0,54.0,966.0,HIIT,32.6,2.1,22.19,4572.0,165.0,60.4,,0.0,26,2.94
51.0,MALE,191.0,129.0,55.0,868.0,CARDIO,28.3,2.9,19.02,4896.000000000001,161.0,49.3,,0.0,30,2.31
55.0,MALE,165.0,153.0,65.0,1091.0,CARDIO,23.5,3.4,28.97,5183.999999999999,178.0,91.8,,0.0,5,2.9
50.0,FEMALE,183.0,145.0,74.0,581.0,HIIT,33.9,2.1,30.63,3204.0,155.0,73.6,,0.0,20,1.25
41.0,MALE,165.0,149.0,65.0,929.0,YOGA,24.7,2.4,14.87,4536.0,178.0,47.1,,0.0,25,2.72
32.0,MALE,186.0,128.0,63.0,408.0,CARDIO,25.3,3.4,24.84,2088.0,162.0,65.2,,0.0,12,0.87
47.0,MALE,177.0,165.0,50.0,1634.0,STRENGTH_TRAINING,15.0,3.5,32.42,7200.0,164.0,87.2,,0.0,3,4.3
59.0,MALE,183.0,150.0,62.0,423.0,YOGA,28.4,2.9,33.07,2051.9999999999995,171.0,96.7,,0.0,30,1.13
34.0,FEMALE,196.0,161.0,69.0,821.0,STRENGTH_TRAINING,28.6,1.7,18.09,3672.0,161.0,46.9,,0.0,27,1.99
22.0,FEMALE,183.0,123.0,59.0,849.0,HIIT,25.1,2.1,27.47,4968.0,162.0,72.1,,0.0,17,1.81
46.0,FEMALE,197.0,125.0,73.0,906.0,STRENGTH_TRAINING,18.1,2.7,26.35,5796.000000000001,154.0,62.5,,0.0,30,1.81
21.0,MALE,193.0,133.0,59.0,775.0,YOGA,27.0,2.7,38.76,3816.0,169.0,110.7,,0.0,26,2.06
27.0,MALE,199.0,123.0,58.0,954.0,HIIT,26.5,3.5,30.64,5076.0,183.0,102.6,,0.0,7,1.69
34.0,FEMALE,174.0,145.0,62.0,1276.0,YOGA,19.8,2.7,24.5,6336.0,162.0,64.3,,0.0,20,2.7
27.0,MALE,170.0,166.0,52.0,1598.0,STRENGTH_TRAINING,14.3,3.5,31.13,6300.0,161.0,80.7,,0.0,11,4.2
34.0,MALE,181.0,167.0,67.0,1249.0,YOGA,24.5,2.2,35.19,4896.000000000001,181.0,115.3,,0.0,10,3.32
37.0,MALE,183.0,158.0,69.0,1573.0,HIIT,10.3,3.5,30.74,6516.000000000001,169.0,87.8,,0.0,6,4.12
41.0,MALE,160.0,136.0,51.0,714.0,STRENGTH_TRAINING,24.8,3.5,28.66,3816.0,161.0,74.3,,0.0,17,2.09
22.0,FEMALE,177.0,138.0,66.0,938.0,STRENGTH_TRAINING,31.9,2.1,27.16,4896.000000000001,170.0,78.5,,0.0,37,2.56
51.0,FEMALE,171.0,168.0,68.0,733.0,CARDIO,31.1,2.0,30.96,3491.9999999999995,158.0,77.3,,0.0,1,1.78
23.0,FEMALE,187.0,125.0,72.0,319.0,CARDIO,30.4,1.7,22.32,1836.0,170.0,64.5,,0.0,0,0.52
19.0,MALE,199.0,148.0,62.0,952.0,YOGA,24.7,3.2,19.13,4211.999999999999,194.0,72.0,,0.0,11,2.02
30.0,FEMALE,166.0,130.0,62.0,916.0,CARDIO,27.9,2.6,24.87,5076.0,177.0,77.9,,0.0,29,2.22
28.0,FEMALE,182.0,135.0,50.0,1006.0,CARDIO,27.8,2.0,27.88,5364.0,158.0,69.6,,0.0,10,1.95
40.0,MALE,180.0,149.0,51.0,951.0,CARDIO,25.0,2.4,17.4,4176.0,199.0,68.9,,0.0,9,2.53
33.0,MALE,193.0,144.0,50.0,1148.0,CARDIO,21.6,2.9,12.85,5220.0,189.0,45.9,,0.0,12,2.43
48.0,FEMALE,170.0,159.0,73.0,537.0,HIIT,28.4,2.5,23.88,2700.0,169.0,68.2,,0.0,24,1.43
28.0,FEMALE,181.0,130.0,54.0,968.0,HIIT,28.2,1.5,31.49,5364.0,159.0,79.6,,0.0,38,2.63
33.0,FEMALE,194.0,126.0,73.0,643.0,CARDIO,30.9,2.3,23.2,3672.0,152.0,53.6,,0.0,17,1.15
25.0,FEMALE,188.0,145.0,52.0,986.0,YOGA,25.7,2.2,23.11,4896.000000000001,158.0,57.7,,0.0,2,1.91
21.0,MALE,187.0,141.0,56.0,1024.0,HIIT,28.3,2.5,19.92,4752.0,193.0,74.2,,0.0,13,2.18
57.0,FEMALE,177.0,144.0,73.0,985.0,CARDIO,17.8,2.7,26.46,5472.0,156.0,64.4,,0.0,10,1.89
21.0,FEMALE,173.0,138.0,71.0,380.0,HIIT,31.7,2.0,17.33,1980.0,178.0,54.9,,0.0,36,1.04
42.0,MALE,177.0,150.0,62.0,468.0,STRENGTH_TRAINING,27.0,2.4,18.7,2268.0,164.0,50.3,,0.0,38,1.74
20.0,FEMALE,187.0,145.0,72.0,660.0,HIIT,27.9,2.4,16.48,3276.0,168.0,46.5,,0.0,20,1.41
49.0,MALE,183.0,161.0,67.0,741.0,HIIT,24.7,3.1,14.6,3348.0000000000005,199.0,57.8,,0.0,22,2.17
20.0,MALE,167.0,160.0,73.0,695.0,YOGA,29.6,2.9,25.62,2844.0000000000005,180.0,83.0,,0.0,11,1.86
44.0,MALE,167.0,155.0,70.0,1159.0,HIIT,13.8,3.5,25.75,5436.0,179.0,82.5,,0.0,16,3.35
46.0,FEMALE,163.0,142.0,56.0,709.0,YOGA,34.7,2.0,22.22,3996.000000000001,173.0,66.5,,0.0,7,1.73
49.0,FEMALE,186.0,166.0,50.0,695.0,STRENGTH_TRAINING,32.5,1.8,25.17,3348.0000000000005,167.0,70.2,,0.0,16,1.86
36.0,MALE,195.0,132.0,54.0,1082.0,CARDIO,21.8,3.4,32.73,5364.0,193.0,121.9,,0.0,27,2.87
38.0,FEMALE,164.0,144.0,66.0,857.0,YOGA,25.6,2.0,30.43,4283.999999999999,152.0,70.3,,0.0,6,2.07
22.0,FEMALE,192.0,121.0,57.0,877.0,HIIT,30.8,2.1,16.56,5220.0,156.0,40.3,,0.0,3,1.42
35.0,MALE,193.0,121.0,64.0,559.0,HIIT,23.6,2.9,32.74,3024.0,176.0,101.4,,0.0,26,1.24
45.0,MALE,189.0,135.0,69.0,982.0,YOGA,22.8,2.8,20.83,5292.0,195.0,79.2,,0.0,3,2.08
59.0,FEMALE,167.0,128.0,53.0,841.0,STRENGTH_TRAINING,33.1,1.8,24.19,5256.0,177.0,75.8,,0.0,0,1.64
39.0,MALE,198.0,147.0,51.0,445.0,CARDIO,23.7,2.2,20.29,1980.0,188.0,71.7,,0.0,9,0.94
38.0,FEMALE,185.0,132.0,54.0,1082.0,HIIT,16.6,2.7,23.71,5903.999999999999,156.0,57.7,,0.0,6,2.07
23.0,FEMALE,196.0,154.0,50.0,585.0,STRENGTH_TRAINING,33.5,1.6,18.52,2736.0,160.0,47.4,,0.0,8,1.14
18.0,FEMALE,193.0,160.0,74.0,1032.0,CARDIO,33.5,2.4,18.68,4644.0,175.0,57.2,,0.0,27,2.51
22.0,FEMALE,166.0,132.0,54.0,977.0,CARDIO,28.6,1.8,15.14,5328.0,172.0,44.8,,0.0,8,1.9
58.0,MALE,199.0,150.0,55.0,668.0,HIIT,28.3,2.1,30.49,3240.0,172.0,90.2,,0.0,22,1.57
29.0,MALE,187.0,140.0,51.0,1378.0,YOGA,14.3,3.5,28.7,6444.0,172.0,84.9,,0.0,23,3.19
43.0,MALE,198.0,151.0,50.0,807.0,HIIT,24.2,3.4,30.55,3888.000000000001,177.0,95.7,,0.0,28,2.14
51.0,MALE,198.0,153.0,53.0,924.0,HIIT,20.7,2.3,21.67,4392.0,165.0,59.0,,0.0,24,2.15
31.0,FEMALE,187.0,127.0,56.0,1092.0,HIIT,15.0,2.7,19.31,6192.0,177.0,60.5,,0.0,30,2.61
43.0,FEMALE,173.0,160.0,71.0,742.0,STRENGTH_TRAINING,30.2,2.3,18.19,3708.000000000001,172.0,53.8,,0.0,5,1.8
44.0,MALE,197.0,167.0,50.0,1372.0,YOGA,11.7,3.5,22.31,5976.0,197.0,86.6,,0.0,23,3.96
26.0,FEMALE,163.0,121.0,50.0,829.0,STRENGTH_TRAINING,35.0,1.9,26.1,4932.0,167.0,72.8,,0.0,22,1.78
43.0,FEMALE,177.0,157.0,57.0,1046.0,HIIT,32.7,1.7,21.16,5328.0,177.0,66.3,,0.0,30,3.18
39.0,FEMALE,184.0,151.0,69.0,672.0,YOGA,32.6,2.0,21.87,3204.0,160.0,56.0,,0.0,3,1.31
47.0,MALE,166.0,159.0,65.0,1015.0,CARDIO,29.6,2.0,12.32,4644.0,193.0,45.9,,0.0,38,3.79
34.0,MALE,197.0,147.0,70.0,1536.0,YOGA,14.4,3.5,32.72,6840.0,164.0,88.0,,0.0,22,3.56
43.0,MALE,187.0,156.0,62.0,1012.0,HIIT,23.2,3.4,29.34,4716.000000000001,179.0,94.0,,0.0,37,3.76
53.0,FEMALE,164.0,160.0,72.0,965.0,YOGA,26.7,2.1,13.95,4824.0,179.0,44.7,,0.0,4,2.34
18.0,MALE,162.0,120.0,73.0,436.0,CARDIO,27.5,2.2,23.79,2376.0,163.0,63.2,,0.0,4,0.93
25.0,MALE,190.0,160.0,72.0,1294.0,CARDIO,23.8,2.4,26.48,5292.0,190.0,95.6,,0.0,26,3.44
52.0,MALE,179.0,129.0,67.0,645.0,YOGA,24.7,2.8,13.82,3636.0,186.0,47.8,,0.0,11,1.37
32.0,MALE,178.0,123.0,69.0,1197.0,CARDIO,13.2,3.5,31.71,6372.0,164.0,85.3,,0.0,18,2.31
39.0,MALE,170.0,154.0,59.0,1143.0,STRENGTH_TRAINING,29.1,2.3,17.83,4860.0,183.0,59.7,,0.0,11,3.05
31.0,MALE,199.0,129.0,61.0,504.0,YOGA,24.2,2.5,17.91,2555.9999999999995,198.0,70.2,,0.0,21,0.98
43.0,FEMALE,162.0,166.0,50.0,590.0,CARDIO,32.8,2.1,22.44,2844.0000000000005,180.0,72.7,,0.0,23,1.58
